TitleName	TitleId	SprPath	Color	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo	HidSkill1	HidSkillLevel1	HidSkill2	HidSkillLevel2	HidSkill3	HidSkillLevel3	HidSkill4	HidSkillLevel4	HidSkill5	HidSkillLevel5
Vâ L©m §¹i héi Ngò §éc ¸ qu©n	45		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Nga Mi ¸ qu©n	46		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Thóy Yªn ¸ qu©n	47		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi C¸i Bang ¸ qu©n	48		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Thiªn NhÉn ¸ qu©n	49		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Vâ §ang ¸ qu©n	50		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi C«n L«n ¸ qu©n	51		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi ThiÕu L©m h¹ng 3	52		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Thiªn V­¬ng h¹ng 3	53		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi §­êng M«n h¹ng 3	54		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Ngò §éc h¹ng 3	55		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Nga Mi h¹ng 3	56		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Thóy Yªn h¹ng 3	57		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi C¸i Bang h¹ng 3	58		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Thiªn NhÉn h¹ng 3	59		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Vâ §ang h¹ng 3	60		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi C«n L«n h¹ng 3	61		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Qu¸n qu©n Song ®Êu	62		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi ¸ qu©n Song ®Êu	63		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi h¹ng 3 Song ®Êu	64		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Qu¸n qu©n Ngò hµnh ®Êu	65		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi ¸ qu©n Ngò hµnh ®Êu	66		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi h¹ng 3 Ngò hµnh ®Êu	67		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Qu¸n qu©n ThËp ®Êu	68		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi ¸ qu©n ThËp ®Êu	69		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi h¹ng 3 ThËp ®Êu	70		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Qu¸n qu©n ThËp lôc ®Êu	71		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi ¸ qu©n ThËp lôc ®Êu	72		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi h¹ng 3 ThËp lôc ®Êu	73		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi Qu¸n qu©n toµn khu vùc	74		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi ¸ qu©n toµn khu vùc	75		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §¹i héi h¹ng 3 toµn khu vùc	76		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Thanh Long Vâ sÜ 	77		225,0,225	96	0	0	0	0	0	0	0	0	0	0	0	0	0											
Thanh Long KiÕm S¸t 	78		225,0,225	97	0	0	0	0	0	0	0	0	0	0	0	0	0											
Thanh Long Vò TuyÖt 	79		225,0,225	98	0	0	0	0	0	0	0	0	0	0	0	0	0											
Long ThÇn KiÕm 	80		225,0,225	99	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m Liªn §Êu Qu¸n Qu©n	81		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m Liªn §Êu ¸ Qu©n	82		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ l©m liªn ®Êu h¹ng 3	83		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ l©m liªn ®Êu h¹ng t­ 	84		225,0,225	82	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ l©m kiÖt xuÊt liªn ®Êu Qu¸n qu©n	85		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ l©m kiÖt xuÊt liªn ®Êu ¸ qu©n	86		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ l©m kiÖt xuÊt liªn ®Êu h¹ng 3	87		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ l©m kiÖt xuÊt liªn ®Êu h¹ng t­ 	88		225,0,225	82	0	0	0	0	0	0	0	0	0	0	0	0	0											
Tèng binh	89		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Tèng HiÖu óy	90		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Tèng Thèng lÜnh	91		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Tèng Phã t­íng	92		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Tèng §¹i t­íng	93		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Kim binh	94		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Kim HiÖu óy	95		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Kim Thèng LÜnh	96		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Kim Phã t­íng	97		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Kim §¹i t­íng	98		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
TuyÓn thñ vâ l©m lÇn 2	99		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Binh sÜ 	100		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
HiÖu óy 	101		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Thèng LÜnh 	102		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Phã t­íng 	103		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
§¹i t­íng 	104		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §Ö NhÊt Bang	105		225,0,225	107	0	0	0	990	2	991	10	976	2	977	10	0	0											
Vâ L©m §Ö NhÊt Bang	106		225,0,225	108	0	0	0	990	2	991	10	976	2	977	10	0	0											
Qu¸n qu©n ThiÕu L©m ®¹i héi Vâ L©m lÇn 2	107		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n Thiªn V­¬ng ®¹i héi Vâ L©m lÇn 2	108		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n §­êng M«n ®¹i héi Vâ L©m lÇn 2	109		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n Ngò §éc ®¹i héi Vâ L©m lÇn 2	110		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n Nga Mi ®¹i héi Vâ L©m lÇn 2	111		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n Thóy Yªn ®¹i héi Vâ L©m lÇn 2	112		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n C¸i Bang ®¹i héi Vâ L©m lÇn 2	113		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n Thiªn NhÉn ®¹i héi Vâ L©m lÇn 2	114		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n Vâ §ang ®¹i héi Vâ L©m lÇn 2	115		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n C«n Lu©n ®¹i héi Vâ L©m lÇn 2	116		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n ThiÕu L©m ®¹i héi Vâ L©m lÇn 2	117		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n Thiªn V­¬ng ®¹i héi Vâ L©m lÇn 2	118		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n §­êng M«n ®¹i héi Vâ L©m lÇn 2	119		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n Ngò §éc ®¹i héi Vâ L©m lÇn 2	120		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n Nga Mi ®¹i héi Vâ L©m lÇn 2	121		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n Thóy Yªn ®¹i héi Vâ L©m lÇn 2	122		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n C¸i Bang ®¹i héi Vâ L©m lÇn 2	123		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n Thiªn NhÉn ®¹i héi Vâ L©m lÇn 2	124		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n Vâ §ang ®¹i héi Vâ L©m lÇn 2	125		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n C«n Lu©n ®¹i héi Vâ L©m lÇn 2	126		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n ThiÕu L©m ®¹i héi Vâ L©m lÇn 2	127		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n Thiªn V­¬ng ®¹i héi Vâ L©m lÇn 2	128		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n §­êng M«n ®¹i héi Vâ L©m lÇn 2	129		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n Ngò §éc ®¹i héi Vâ L©m lÇn 2	130		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n Nga Mi ®¹i héi Vâ L©m lÇn 2	131		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n Thóy Yªn ®¹i héi Vâ L©m lÇn 2	132		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n C¸i Bang ®¹i héi Vâ L©m lÇn 2	133		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n Thiªn NhÉn ®¹i héi Vâ L©m lÇn 2	134		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n Vâ §ang ®¹i héi Vâ L©m lÇn 2	135		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n C«n Lu©n ®¹i héi Vâ L©m lÇn 2	136		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n song ®Êu ®¹i héi Vâ L©m lÇn 2	137		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n song ®Êu ®¹i héi Vâ L©m lÇn 2	138		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n song ®Êu ®¹i héi Vâ L©m lÇn 2	139		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n chiÕn ®éi ngò hµnh ®¹i héi Vâ L©m lÇn 2	140		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n chiÕn ®éi ngò hµnh ®¹i héi Vâ L©m lÇn 2	141		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n chiÕn ®éi ngò hµnh ®¹i héi Vâ L©m lÇn 2	142		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n ChiÕn ®éi thËp toµn ®¹i héi Vâ L©m lÇn 2	143		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n ChiÕn ®éi thËp toµn ®¹i héi Vâ L©m lÇn 2	144		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n ChiÕn ®éi thËp toµn ®¹i héi Vâ L©m lÇn 2	145		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n tam ®Êu ®¹i héi Vâ L©m lÇn 2	146		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n tam ®Êu ®¹i héi Vâ L©m lÇn 2	147		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n tam ®Êu ®¹i héi Vâ L©m lÇn 2	148		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
Qu¸n qu©n chiÕn ®éi server ®¹i héi Vâ L©m lÇn 2	149		225,0,225	84	0	0	0	0	0	0	0	0	0	0	0	0	0											
¸ qu©n chiÕn ®éi server ®¹i héi Vâ L©m lÇn 2	150		225,0,225	81	0	0	0	0	0	0	0	0	0	0	0	0	0											
TÕ qu©n chiÕn ®éi server ®¹i héi Vâ L©m lÇn 2	151		225,0,225	83	0	0	0	0	0	0	0	0	0	0	0	0	0											
ThËp ®¹i cao thñ vâ l©m	152		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Th¸i thó Ph­îng T­êng	153		225,0,225	107	0	0	0	0	0	0	0	0	0	0	0	0	0											
Th¸i thó Thµnh §«	154		225,0,225	107	0	0	0	0	0	0	0	0	0	0	0	0	0											
Th¸i thó §¹i Lý	155		225,0,225	107	0	0	0	0	0	0	0	0	0	0	0	0	0											
Th¸i thó BiÖn Kinh	156		225,0,225	85	642	0	0	0	0	0	0	0	0	0	0	0	0											
Th¸i thó T­¬ng D­¬ng	157		225,0,225	107	0	0	0	0	0	0	0	0	0	0	0	0	0											
Th¸i thó D­¬ng Ch©u	158		225,0,225	107	0	0	0	0	0	0	0	0	0	0	0	0	0											
Th¸i thó L©m An	159		225,0,225	85	636	0	0	0	0	0	0	0	0	0	0	0	0											
Méng long v« ¶nh thÇn ch­ëng	160		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
Phôc ma hé quèc thÇn binh	161		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
Tø kh«ng kim ®ao hé ph¸p	162		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
KÕ nghiÖp kim th­¬ng b¸o quèc	163		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
H¸m thiªn tÕ thÕ thÇn chïy	164		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
Ngù long cuång ®ao b¸ kh¸ch	165		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
V« yÓm thanh ®¨ng hång nhan	166		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
V« gi¸n kiÕm tr¶m t×nh t¬	167		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
Thª phông phong vò cöu thiªn	168		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
BÝch h¶i tuyÖt thÕ khuynh thµnh	169		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
U long ®éc bé vâ l©m	170		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
Minh hoan hoµnh ®ao ®o¹t mÖnh	171		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
B¨ng hµn nh©n nghÜa v« song	172		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
Thiªn quang v¹n hoa ®o¹t hån	173		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
S©m hoang thiªn lý tuyÖt s¸t	174		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
§ång cõu long gi¸ng tø h¶i	175		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
§Þch kh¸i c«n t¶o bÊt b×nh	176		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
Ma s¸t thiªn diÖm chiÕn háa	177		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
Ma phÖ xÝch nhËt mª t×nh	178		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
L¨ng nh¹c khÝ qu¸n tr­êng kh«ng	179		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
CËp phong ®¹o cèt tiªn phong	180		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
S­¬ng tinh phong khiÕu tuyÕt vò	181		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
L«i khung diÖt ma thÇn l«i	182		225,0,225	135	0	0	0	0	0	0	0	0	0	0	0	0	0											
Chiªu Vâ HiÖu óy	183		225,0,225	0	0	0	0	830	2	0	0	0	0	0	0	0	0											
Vò L©m Trung Lang T­íng	184		225,0,225	0	0	0	0	831	4	0	0	0	0	0	0	0	0											
Phiªu m· ®¹i t­íng qu©n	185		225,0,225	0	0	0	0	832	6	0	0	0	0	0	0	0	0											
An Bang §¹i T­íng Qu©n	186		225,0,225	0	0	0	0	833	8	0	0	0	0	0	0	0	0											
§Þnh Quèc Nguyªn So¸i	187		225,0,225	0	0	0	0	834	10	0	0	0	0	0	0	0	0											
Vâ L©m Minh Chñ	188		225,0,225	145	0	0	0	0	0	0	0	0	0	0	0	0	0											
Vâ L©m §Ö NhÊt Bang 	189		225,0,225	145	0	0	0	0	0	0	0	0	0	0	0	0	0											
Nh©n vËt Næi BËt 2008	190		225,0,225	151	0	0	0	0	0	0	0	0	0	0	0	0	0											
ThËp §¹i M·nh T­íng	191		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
ThËp ®¹i cao thñ vâ l©m	192		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
H¹ng 1 Thi §Êu §éi 2008	193		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
H¹ng 2 Thi §Êu §éi 2008	194		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
H¹ng 3 Thi §Êu §éi 2008	195		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
§èc Qu©n Tèng	196		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
§èc Qu©n Kim	197		225,0,225	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
Siªu CÊp §Ö NhÊt Bang	198		225,0,225	157	0	0	0	976	3	977	20	990	3	0	0	0	0											
Cao CÊp §Ö NhÊt Bang	199		225,0,225	158	0	0	0	976	3	990	3	0	0	0	0	0	0											
Vâ L©m Liªn §Êu Qu¸n Qu©n	200		225,0,225	84	0	0	0	976	5	977	20	0	0	0	0	0	0											
Vâ L©m Liªn §Êu ¸ Qu©n	201		225,0,225	81	0	0	0	976	4	977	10	0	0	0	0	0	0											
Vâ l©m liªn ®Êu h¹ng 3	202		225,0,225	83	0	0	0	976	3	977	10	0	0	0	0	0	0											
Vâ l©m liªn ®Êu h¹ng t­ 	203		225,0,225	82	0	0	0	976	2	977	10	0	0	0	0	0	0											
Vâ L©m Liªn §Êu Qu¸n Qu©n	204		225,0,225	84	0	0	0	976	5	978	5	0	0	0	0	0	0											
Vâ L©m Liªn §Êu ¸ Qu©n	205		225,0,225	81	0	0	0	976	4	978	3	0	0	0	0	0	0											
Vâ l©m liªn ®Êu h¹ng 3	206		225,0,225	83	0	0	0	976	3	978	3	0	0	0	0	0	0											
Vâ l©m liªn ®Êu h¹ng t­ 	207		225,0,225	82	0	0	0	976	2	978	3	0	0	0	0	0	0											
Vâ L©m Cao Thñ	208		225,0,225	145	0	0	0	830	2	0	0	0	0	0	0	0	0											
Vâ L©m Hµo KiÖt	209		225,0,225	162	0	0	0	830	3	0	0	0	0	0	0	0	0											
Vâ L©m ChÝ T«n	210		225,0,225	163	0	0	0	830	4	0	0	0	0	0	0	0	0											
Thiªn H¹ V« Song	211		225,0,225	164	0	0	0	830	5	0	0	0	0	0	0	0	0											
Tµi Cao B¸t §Èu	212		225,0,225	165	0	0	0	0	0	0	0	0	0	0	0	0	0											
§Ö NhÊt Tµi Tö	213		225,0,225	165	0	0	0	0	0	0	0	0	0	0	0	0	0											
§Ö NhÊt Tµi N÷	214		225,0,225	165	0	0	0	0	0	0	0	0	0	0	0	0	0											
