SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
Cao Sơn Lưu Thủy 	Hỗ trợ bị động	1357	501	0	\spr\Ui\技能图标\150\天绅倒悬.spr				0	0	0	0	0	0	0	0	0	2	7	275	-1	1	1	14	-1	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1356	0	0	0	0	0	0	0	50	20	0	0	0	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua	reduceskillcd1	tianshen_daoxuan	reduceskillcd2	tianshen_daoxuan	skill_eventskilllevel	tianshen_daoxuan		tianshen_daoxuan		tianshen_daoxuan		tianshen_daoxuan																														Võ công cao cấp kiếm tông Hoa Sơn, dung hợp hai chiêu thức phá thương, hài, khắc cái bang côn và Thiên Nhẫn kích.
Huyễn Nhãn Vân Yên	Hỗ trợ bị động	1358	9999	2	\spr\Ui\技能图标\150\幻眼云湮.spr	\spr\skill\华山\气宗起手抠像.spr			0	0	0	2	0	0	0	0	0	2	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	0	0	0	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua	walkrunshadow	huanyan_yunyan	addcoldmagic_v	huanyan_yunyan	coldenhance_p	huanyan_yunyan	lifemax_yan_p	huanyan_yunyan		huanyan_yunyan	fastwalkrun_p	huanyan_yunyan																														Võ học chính phái phái Hoa Sơn
幻眼云湮2	Hỗ trợ bị động	1359	504	3	\spr\Ui\技能图标\150\幻眼云湮.spr	\spr\skill\华山\气宗起手抠像.spr			0	0	0	3	0	0	0	0	0	2	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	30	0	0	0	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua																																										Võ học chính phái phái Hoa Sơn
Thương Tùng Nghênh Khách	Công kích ngoại công  	1360	501	0	\spr\Ui\技能图标\150\苍松迎客.spr	\spr\skill\华山\气宗起手抠像.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	480	15	4	15	2	0	415	-1	6	1	10	-1	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1410	0	0	0	0	0	0	0	60	20	0	1	15	0	8	0	65537	0				0	0	0	2	1	\script\skill\huashan.lua	seriesdamage_p	cangsong_yingke	colddamage_v	cangsong_yingke	addskilldamage1	cangsong_yingke	addskilldamage2	cangsong_yingke	skill_eventskilllevel	cangsong_yingke		cangsong_yingke	deadlystrike_p	cangsong_yingke	physicsenhance_p	cangsong_yingke	skill_desc	cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		Võ công cao cấp kiếm tông phái Hoa Sơn, dung hợp hai chiêu thức phá tiễn và chưởng, khắc Đường Môn nỏ, Đường Môn phi đao, Đường Môn Tiêu.
苍松迎客2	Công kích ngoại công  	1361	501	0	\spr\Ui\技能图标\150\苍松迎客.spr	\spr\skill\华山\气宗起手抠像.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	480	15	4	15	2	0	416	-1	6	1	10	-1	0	2		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1362	0	0	0	0	0	0	0	60	20	0	1	15	0	5	0	65537	0				0	0	0	2	1	\script\skill\huashan.lua	seriesdamage_p	cangsong_yingke	colddamage_v	cangsong_yingke	skill_eventskilllevel	cangsong_yingke	physicsenhance_p	cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		Võ công cao cấp kiếm tông phái Hoa Sơn, dung hợp hai chiêu thức phá tiễn và chưởng, khắc Đường Môn nỏ, Đường Môn phi đao, Đường Môn Tiêu.
苍松迎客3	Hỗ trợ bị động	1362	501	0	\spr\Ui\技能图标\150\苍松迎客.spr	\spr\skill\华山\气宗起手抠像.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	480	15	4	15	2	0	417	-1	6	1	10	0	0	4		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	0	1	15	0	10	0	65537	0				0	0	0	2	1	\script\skill\huashan.lua	seriesdamage_p	cangsong_yingke	colddamage_v	cangsong_yingke	physicsenhance_p	cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		cangsong_yingke		Võ công cao cấp kiếm tông phái Hoa Sơn, dung hợp hai chiêu thức phá tiễn và chưởng, khắc Đường Môn nỏ, Đường Môn phi đao, Đường Môn Tiêu.
Thái Nhạc Tam Thanh Phong	Công kích ngoại công  	1363	501	0	\spr\Ui\技能图标\150\夺命连环三仙剑.spr	\spr\skill\华山\气宗起手抠像.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	0	480	0	1	5	2	2	418	-1	3	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	20	0	1	0	0	6		0					0	0	1	2	1	\script\skill\huashan.lua	physicsenhance_p	duoming_lianhuan	seriesdamage_p	duoming_lianhuan	colddamage_v	duoming_lianhuan	deadlystrike_p	duoming_lianhuan	addskilldamage1	duoming_lianhuan	skill_skillexp_v	duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		duoming_lianhuan		Chiêu thức cuối của kiếm tông phái Hoa Sơn, Ngự Kiếm Sát Địch, Mạc Phu Mạc Đương
Đoạt Mệnh Liên Hoàn Tam Tiên Kiếm	chủ động hỗ trợ 	1364	504	2	\spr\Ui\技能图标\150\夺命连环三仙剑.spr	\spr\skill\华山\气宗起手抠像.spr	0	\sound\skill\sound_k009.wav	0	0	0	2	0	0	0	0	0	2	7	0	-1	0	0	11	-1	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1420	0	0	0	0	0	0	0	90	20	-2	0	0	0	0		0					1	0	1	2	1	\script\skill\huashan.lua	autoreplyskill	duoming_start	manareplenish_v	duoming_start	manareplenish_p	duoming_start	skill_skillexp_v	duoming_start	skill_eventskilllevel	duoming_start	skill_showevent	duoming_start		duoming_start		duoming_start		duoming_start																								Chiêu thức cuối của kiếm tông phái Hoa Sơn, Ngự Kiếm Sát Địch, Mạc Phu Mạc Đương
Tử Hà Kiếm Khí	hỗ trợ bị động 	1365	1008	3	\spr\Ui\技能图标\150\紫霞剑气.spr				0	2	0	3	0	0	0	0	0	2	7	0	-1	0	0	11	-1	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\huashan.lua	autorescueskill	zixia_jianqi	skill_skillexp_v	zixia_jianqi	skill_desc	zixia_jianqi																																				Tuyệt học Hoa Sơn, khi bị kẻ địch tấn công, làm giảm lực đánh trả của địch.
Lạc Nhạn Kinh Hồng	hỗ trợ bị động 	1366	1008	0	\spr\Ui\技能图标\150\白虹贯日.spr				166	2	0	0	0	0	0	0	0	0	7	275	-1	1	1	11	-1	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua	lifereplenish_v	zixia_xiaoguo		zixia_xiaoguo		zixia_xiaoguo																																				Tuyệt học Hoa Sơn, khi bị kẻ địch tấn công, làm giảm lực đánh trả của địch.
紫霞剑气3	hỗ trợ bị động 	1367	1008	2	\spr\Ui\技能图标\150\白虹贯日.spr				166	2	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua																																										Tuyệt học Hoa Sơn, khi bị kẻ địch tấn công, làm giảm lực đánh trả của địch.
Độc Cô Cửu Kiếm	Công kích ngoại công  	1368	501	0	\spr\Ui\技能图标\150\九剑合一.spr	\spr\skill\华山\气宗起手抠像.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	0	480	0	0	5	2	3	418	-1	9	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	26	0	1	0	0	0		0					0	0	1	2	1	\script\skill\huashan.lua	fatallystrike_p	jiujian_heyi	physicsenhance_p	jiujian_heyi	seriesdamage_p	jiujian_heyi	colddamage_v	jiujian_heyi	deadlystrike_p	jiujian_heyi	skill_skillexp_v	jiujian_heyi	skill_misslenum_v	jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		jiujian_heyi		Cửu kiếm hợp nhất, cửu vu tranh phong. Kiếm pháp đại thừa Hoa Sơn, dung hợp tinh hoa của Độc Cô Cửu Kiếm, uy lực cực đại.
Cửu kiếm hợp nhất	chủ động hỗ trợ 	1369	504	2	\spr\Ui\技能图标\150\九剑合一.spr	\spr\skill\华山\气宗起手抠像.spr	0	\sound\skill\sound_k009.wav	0	0	0	2	0	0	0	0	0	2	7	0	-1	0	0	11	-1	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1421	0	0	0	0	0	0	0	150	26	-2	0	0	0	0		0					1	0	1	2	1	\script\skill\huashan.lua	autoattackskill	jiujian_start	manareplenish_v	jiujian_start	manareplenish_p	jiujian_start	skill_skillexp_v	jiujian_start	skill_desc	jiujian_start	skill_eventskilllevel	jiujian_start	skill_showevent	jiujian_start		jiujian_start																										Cửu kiếm hợp nhất, cửu vu tranh phong. Kiếm pháp đại thừa Hoa Sơn, dung hợp tinh hoa của Độc Cô Cửu Kiếm, uy lực cực đại.
Hạo Nhiên Chi Khí		1370	1008	3	\spr\Ui\技能图标\150\浩然正气.spr	\spr\skill\华山\剑宗起手光环.spr			0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\huashan.lua	addblockrate	haoran_zhiqi																																								Kỹ năng lưu truyền của Hoa Sơn, trong hiểm trở tìm cơ hội sinh tồn, lâm vào hoạn nạn thiên quân vẫn tự do tự tại.
浩然之气2		1371	1008	2	\spr\Ui\技能图标\150\白虹贯日.spr	\spr\skill\华山\剑宗起手光环.spr			171	2	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua																																										Kỹ năng lưu truyền của Hoa Sơn, trong hiểm trở tìm cơ hội sinh tồn, lâm vào hoạn nạn thiên quân vẫn tự do tự tại.
Thanh Vân Tống Sảng	chủ động hỗ trợ 	1372	1002	0	\spr\Ui\技能图标\150\无极气劲.spr	\spr\skill\华山\剑宗起手光环.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	400	15	0	5	2	1	427	-1	1	1	11	-1	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	1	0	0	0	0	0	0				0	0	0	2	1	\script\skill\huashan.lua	seriesdamage_p	qingfeng_songshuang	colddamage_v	qingfeng_songshuang	addskilldamage1	qingfeng_songshuang	skill_cost_v	qingfeng_songshuang		qingfeng_songshuang		qingfeng_songshuang		qingfeng_songshuang		qingfeng_songshuang		qingfeng_songshuang		qingfeng_songshuang		qingfeng_songshuang																				Chiêu thức sơ cấp của khí tông Hoa Sơn, hội tụ nội lực đánh trả đối phương.
Kỹ năng vô hiệu Thanh Phong Chiếm Vị		1373	1002	0	\spr\Ui\技能图标\150\无极气劲.spr	\spr\skill\华山\剑宗起手光环.spr			0	0	0	0	0	0	0	0	0	2	7	275	-1	1	1	11	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	1	0	0	0	0	0	0				0	0	0	-1	1	\script\skill\huashan.lua	candetonate1	wuji_jianqi2																																								Một trong những thất tuyệt của phái Hoa Sơn, tạo ra một khí trường xung quanh, gia tăng năng lực bản thân lên nhiều lần.
Long Nhiễu Thân	hỗ trợ bị động 	1374	1005	3	\spr\Ui\技能图标\150\龙扰身.spr	\spr\skill\华山\剑宗起手光环.spr			0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua	manareplenish_v	longraoshen	manamax_yan_p	longraoshen																																						Một trong những thất tuyệt của phái Hoa Sơn, tăng giới hạn nội công.
Hải Nạp Bách Xuyên	hỗ trợ bị động 	1375	1005	3	\spr\Ui\技能图标\150\海纳百川.spr	\spr\skill\华山\剑宗起手光环.spr			0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\huashan.lua	damage2addmana_p	haina_baichuan																																								Một trong những thất tuyệt của phái Hoa Sơn, chuyển hóa sát thương thành nội công bản thân.
