SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
Thuộc tính danh hiệu Việt Nam ( Tuyệt Đỉnh PK)		1997		3	\spr\Ui\技能图标\shengming_4th.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\playertitle-PKjueding.lua	lifemax_yan_v	AddLife	skill_enhance	AddSkillEnhance	fastwalkrun_p	AddSpeed																																				Hợp thành kĩ năng công kích
Lưu Kim Thước Ngọc	hỗ trợ bị động 	1998	1008	3	\spr\skill\8zhuan\wufeng.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	1	11	0	0	0		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-2	0	0	0	0		0					1	0	1	-1	1	\script\skill\special\translife11th.lua	lifemax_yan_v	jin_ljsy	anti_allres_yan_p	jin_ljsy	anti_block_rate	jin_ljsy	fire2medamage_p	jin_ljsy																																		Kỹ năng Trùng sinh lần thứ 11, tăng sinh lực, hiệu quả tấn công, giảm sát thương hệ Hỏa
Tùng Đào Vạn Hác	hỗ trợ bị động 	1999	1008	3	\spr\skill\8zhuan\bairen.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	1	11	0	0	0		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-2	0	0	0	0		0					1	0	1	-1	1	\script\skill\special\translife11th.lua	lifemax_yan_v	mu_stwh	anti_allres_yan_p	mu_stwh	anti_block_rate	mu_stwh	metal2medamage_p	mu_stwh																																		Kỹ năng Trùng sinh lần thứ 11, tăng sinh lực, hiệu quả tấn công, giảm sát thương hệ Kim
Thiện Pháp Cam Lâm	hỗ trợ bị động 	2000	1008	3	\spr\skill\8zhuan\nulang.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	1	11	0	0	0		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-2	0	0	0	0		0					1	0	1	-1	1	\script\skill\special\translife11th.lua	lifemax_yan_v	shui_sfgl	anti_allres_yan_p	shui_sfgl	anti_block_rate	shui_sfgl	earth2medamage_p	shui_sfgl																																		Kỹ năng Trùng sinh lần thứ 11, tăng sinh lực, hiệu quả tấn công, giảm sát thương hệ Thổ
Kiếp Diệm Liêu Nguyên	hỗ trợ bị động 	2001	1008	3	\spr\skill\8zhuan\gongxin.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	1	11	0	0	0		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-2	0	0	0	0		0					1	0	1	-1	1	\script\skill\special\translife11th.lua	lifemax_yan_v	huo_jyly	anti_allres_yan_p	huo_jyly	anti_block_rate	huo_jyly	water2medamage_p	huo_jyly																																		Kỹ năng Trùng sinh lần thứ 11, tăng sinh lực, hiệu quả tấn công, giảm sát thương hệ Thủy
Vô Lượng Tịnh Thổ	hỗ trợ bị động 	2002	1008	3	\spr\skill\8zhuan\kanpo.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	1	11	0	0	0		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-2	0	0	0	0		0					1	0	1	-1	1	\script\skill\special\translife11th.lua	lifemax_yan_v	tu_wljt	anti_allres_yan_p	tu_wljt	anti_block_rate	tu_wljt	wood2medamage_p	tu_wljt																																		Kỹ năng Trùng sinh lần thứ 11, tăng sinh lực, hiệu quả tấn công, giảm sát thương hệ Mộc
La Hán Trận (Độc Cô Thiên Phong)	Hỗ trợ bị động	2003	11	3	\spr\Ui\技能图标\棍法.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\boss_libaiskill.lua	fasthitrecover_v	luohanzhen_dgtf	fatallystrikeres_p	luohanzhen_dgtf	freezetimereduce_p	luohanzhen_dgtf	poisontimereduce_p	luohanzhen_dgtf	stuntimereduce_p	luohanzhen_dgtf	npcdecrease_damage	luohanzhen_dgtf																														
Bế Nguyệt Phất Trần (Lý Bạch Kiếm Tiên Tân)	Hỗ trợ bị động	2004	11	3	\spr\Ui\技能图标\棍法.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\boss_libaiskill.lua	fasthitrecover_v	biyuefuchen_beidong	fatallystrikeres_p	biyuefuchen_beidong	freezetimereduce_p	biyuefuchen_beidong	poisontimereduce_p	biyuefuchen_beidong	stuntimereduce_p	biyuefuchen_beidong	allres_yan_p	biyuefuchen_beidong	block_rate	biyuefuchen_beidong	anti_enhancehit_rate	biyuefuchen_beidong	sorbdamage_yan_p	biyuefuchen_beidong	wood2medamage_p	biyuefuchen_beidong	earth2medamage_p	biyuefuchen_beidong	fire2medamage_p	biyuefuchen_beidong	metal2medamage_p	biyuefuchen_beidong	water2medamage_p	biyuefuchen_beidong	npcdecrease_damage	biyuefuchen_beidong												
	Hỗ trợ bị động	2005	11	3	\spr\Ui\技能图标\棍法.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p		npcdecrease_damage																															
Ngũ Hành Trận-BOSS Kim-Chiêu Cuối		2006		0	\spr\Ui\技能图标\companion\miqipiaozong.spr	\spr\skill\补充\born01.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	640	0	1	0	0	3	581	-1	5	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2007	1000	0	0	0	0	0	20	-1	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\wuxing_boss.lua																																										Kỹ năng chính không gây sát thương, kỹ năng con gây 1838 sát thương.
Ngũ Hành Trận-BOSS Kim-Chiêu Cuối-Con		2007		0	\spr\Ui\技能图标\companion\miqipiaozong.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	640	0	2	6	0	2	582	-1	12	1	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2064	0	0	0	20	-1	0	0	0	2		0					0	0	1	-1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	jinboss_dazhao	physicsdamage_v	jinboss_dazhao	skill_cost_v	jinboss_dazhao																																				Phóng ánh đao xoắn ốc theo 5 hướng xung quanh bản thân.
Ngũ Hành Trận-BOSS Kim-Đánh Thường		2008		0	\spr\Ui\技能图标\companion\miqipiaozong.spr	\spr\skill\补充\born01.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	640	0	2	6	0	1	583	-1	2	1	11	1	0	0		0	0	0	9	9	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-1	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	jinboss_pugong	physicsdamage_v	jinboss_pugong	skill_cost_v	jinboss_pugong																																				Phóng ánh đao nặng trịch về phía trước, đến điểm cuối sẽ quay trở lại.
Ngũ Hành Trận-BOSS Kim-Kỹ Năng Nhỏ		2009		0	\spr\Ui\skill\散花镖.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	640	0	1	3	0	2	584	-1	6	1	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-1	1	0	0	5		64					0	0	0	1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	jinboss_xiaojineng	physicsdamage_v	jinboss_xiaojineng	skill_cost_v	jinboss_xiaojineng																																				Bắn 3 viên đạn vào khu vực hình quạt trước mặt.
Ngũ Hành Trận-BOSS Kim-Phản Đòn		2010		2	\spr\Ui\技能图标\icon_sk_tw_33.spr	\spr\skill\补充\born01.spr			53	3	0	2	1	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	-1	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\wuxing_boss.lua	meleedamagereturn_p	jinboss_fantan	rangedamagereturn_p	jinboss_fantan																																						Phản đòn 10%
Ngũ Hành Trận-BOSS Kim-Kiếm Vũ		2011		0	\spr\Ui\技能图标\companion\miqipiaozong.spr	\spr\skill\补充\born01.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	640	0	1	0	0	3	585	-1	8	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2012	10	0	0	0	0	0	20	-1	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\wuxing_boss.lua																																										BOSS Kim-Kiếm Vũ
Ngũ Hành Trận-BOSS Kim-Kiếm Vũ-Con		2012		0	\spr\Ui\技能图标\companion\miqipiaozong.spr	\spr\skill\补充\born01.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	640	0	1	0	0	3	586	-1	4	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2013	0	20	-1	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\wuxing_boss.lua																																										BOSS Kim-Kiếm Vũ bay tản ra, một lúc sau thành mưa kiếm.
Ngũ Hành Trận-BOSS Kim-Kiếm Vũ-Con-Con		2013		0	\spr\Ui\技能图标\icon_sk_kl_41.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\五雷正法m.wav	\sound\skill\五雷正法f.wav	0	0	0	0	0	640	0	2	5	0	6	587	-1	1	1	11	0	0	36		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-1	1	0	0	0		0					0	0	0	-1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	jinboss_jianyu	physicsdamage_v	jinboss_jianyu																																						Kiếm Vũ
Ngũ Hành Trận-BOSS Kim-BUFF Phật Châu		2014		2	\spr\Ui\技能图标\icon_sk_tw_33.spr	\spr\skill\补充\born01.spr			41	3	0	2	1	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	-1	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\wuxing_boss.lua	block_rate	jinboss_wudi																																								Hóa giải toàn bộ
Ngũ Hành Trận-BOSS Mộc-Đánh Thường		2015		0	\spr\Ui\skill\散花镖.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	19	0	0	0	0	640	0	1	3	0	2	588	-1	3	1	11	1	0	18		0	0	0	9	9	0	0	1	0	0	0	0	0	0	0	1	2016	0	0	0	0	0	0	0	0	20	-1	1	0	0	2		0					0	0	0	1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	muboss_pugong	poisondamage_v	muboss_pugong	skill_cost_v	muboss_pugong	fastwalkrun_p	muboss_pugong																																		Phun 3 lần
Ngũ Hành Trận-BOSS Mộc-Đánh Thường-Con		2016		0	\spr\Ui\skill\散花镖.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	20	0	0	0	0	640	0	1	3	0	2	589	-1	3	1	11	1	0	9		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2017	0	0	0	0	0	0	0	0	20	-1	1	0	0	2		0					0	0	0	1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	muboss_pugongzi	poisondamage_v	muboss_pugongzi	skill_cost_v	muboss_pugongzi	attackspeed_yan_v	muboss_pugongzi	castspeed_yan_v	muboss_pugongzi																																Phun 3 lần
Ngũ Hành Trận-BOSS Mộc-Đánh Thường-Con-Con		2017		0	\spr\Ui\skill\散花镖.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	21	0	0	0	0	640	0	1	3	0	2	590	-1	3	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-1	1	0	0	2		0					0	0	0	1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	muboss_pugongzizi	poisondamage_v	muboss_pugongzizi	skill_cost_v	muboss_pugongzizi	lifereplenish_p	muboss_pugongzizi																																		Phun 3 lần
Ngũ Hành Trận-BOSS Mộc-Kỹ Năng Nhỏ		2018		0	\spr\Ui\技能图标\companion\miqipiaozong.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	21	0	0	0	0	640	0	2	6	0	2	591	-1	6	1	11	1	0	72		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2019	0	0	0	0	0	0	0	0	20	-1	0	0	0	2		0					0	0	1	-1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	muboss_xiaojineng	poisondamage_v	muboss_xiaojineng	skill_cost_v	muboss_xiaojineng	lifereplenish_p	muboss_xiaojineng																																		Liên thanh
Ngũ Hành Trận-BOSS Mộc-Kỹ Năng Nhỏ-Con		2019		0	\spr\Ui\技能图标\companion\miqipiaozong.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	20	0	0	0	0	640	0	2	6	0	2	592	-1	6	1	11	1	0	36		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2020	0	0	0	0	0	0	0	0	20	-1	0	0	0	2		0					0	0	1	-1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	muboss_xiaojinengzi	poisondamage_v	muboss_xiaojinengzi	skill_cost_v	muboss_xiaojinengzi	attackspeed_yan_v	muboss_xiaojinengzi	castspeed_yan_v	muboss_xiaojinengzi																																Liên thanh
Ngũ Hành Trận-BOSS Mộc-Kỹ Năng Nhỏ-Con-Con		2020		0	\spr\Ui\技能图标\companion\miqipiaozong.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	19	0	0	0	0	640	0	2	6	0	2	593	-1	6	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-1	0	0	0	2		0					0	0	1	-1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	muboss_xiaojinengzizi	poisondamage_v	muboss_xiaojinengzizi	skill_cost_v	muboss_xiaojinengzizi	fastwalkrun_p	muboss_xiaojinengzizi																																		Liên thanh
Ngũ Hành Trận-BOSS Mộc-Hoa Độc-Kỹ Năng 1		2021		0	\spr\Ui\skill\悲书清风.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			19	3	0	0	0	640	0	0	0	0	6	594	-1	1	1	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-1	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\wuxing_boss.lua	fastwalkrun_p	muboss_duhuaone																																								BUFF Hoa Độc
Ngũ Hành Trận-BOSS Mộc-Hoa Độc-Kỹ Năng 2		2022		0	\spr\Ui\skill\悲书清风.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			20	3	0	0	0	640	0	0	0	0	6	594	-1	1	1	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-1	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\wuxing_boss.lua	attackspeed_yan_v	muboss_duhuatwo	castspeed_yan_v	muboss_duhuatwo																																						BUFF Hoa Độc
Ngũ Hành Trận-BOSS Mộc-Hoa Độc-Kỹ Năng 3		2023		0	\spr\Ui\skill\悲书清风.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			21	3	0	0	0	640	0	0	0	0	6	594	-1	1	1	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-1	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\wuxing_boss.lua	lifereplenish_p	muboss_duhuathree																																								BUFF Hoa Độc
Ngũ Hành Trận-BOSS Mộc-Chiêu Cuối		2024		0	\spr\Ui\技能图标\companion\miqipiaozong.spr	\spr\skill\补充\born01.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	640	0	1	0	0	3	595	-1	10	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2025	16	0	0	0	0	0	20	-1	0	0	0	0		100					0	0	1	-1	1	\script\skill\npc\wuxing_boss.lua																																										Toàn là phi tiêu
Ngũ Hành Trận-BOSS Mộc-Chiêu Cuối-Con		2025		0	\spr\Ui\skill\散花镖.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	640	0	2	2	0	3	596	-1	4	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2026	0	20	-1	1	0	0	2		0					0	0	0	1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	muboss_dazhao	poisondamage_v	muboss_dazhao	skill_cost_v	muboss_dazhao	lifereplenish_v	muboss_dazhao																																		Toàn là phi tiêu
Ngũ Hành Trận-BOSS Mộc-Chiêu Cuối-Con-Con		2026		0	\spr\Ui\skill\散花镖.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	640	0	1	0	0	3	597	-1	3	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-1	1	0	0	2		0					0	0	0	1	1	\script\skill\npc\wuxing_boss.lua	seriesdamage_p	muboss_dazhaozi	poisondamage_v	muboss_dazhaozi	skill_cost_v	muboss_dazhaozi	lifereplenish_v	muboss_dazhaozi																																		Toàn là phi tiêu
